cluster,x,y,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma_x_fit,sigma_y_fit,theta,offset,amp_snr,x_snr,y_snr,sigma_x_snr,sigma_y_snr,theta_snr,offset_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type,Component_name,Component_id,Isl_id,RA,DEC,E_RA,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,Maj,E_Maj,Min,E_Min,PA,E_PA,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Resid_Isl_rms,Resid_Isl_mean,RA_max,DEC_max,E_RA_max,E_DEC_max,S_Code,Xposn,E_Xposn,Yposn,E_Yposn,Xposn_max,E_Xposn_max,Yposn_max,E_Yposn_max,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Tile,Subtile,QL_image_RA,QL_image_DEC,NVSS_distance,FIRST_distance,Peak_to_ring,Duplicate_flag,Quality_flag,Source_name,Source_type,QL_cutout,NN_dist,BMAJ,BMIN,BPA,GroupID,GroupSize,Separation
ACT-CLJ0200.3+0019,258.0,170.0,4.0,7.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,3.161290951538831E-4,,,,,,,,,,,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0201.6-0211,129.0,168.0,2.0,4.0,30.443906845127803,-2.199287775487005,3.2522290062370887E-4,8.949901386591511E-4,128.99999987645344,167.99999997945403,2.9999999690034405,2.999999966217852,0.0,-9.089183685952178E-6,5.768315706846347,128.06140471690506,168.5158202132139,3.113434583204358,2.3749226205412173,0.6911816955097807,-0.003056140437684087,5.7801971435546875,0.0,1.5454459935426712E-4,1.442150678485632E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020146.62-021157.5,33,36,30.44425745782034,-2.19931913307035,3.246381148E-5,5.579329175E-5,41.802082987279995,1.90128227179,6.860198013020001,0.16154660261,8.988681805452,0.492237053388,5.037730087356,0.23906309151600005,71.52947801078071,5.60609821292897,60.80498026759,1.2090126604,0.16154660261,-0.00734655305,0.1481610816,0.009728047189999998,30.44384391976271,-2.19978989311548,3.246381148E-5,5.579329175E-5,M,2061.6194917387365,0.11686972132799064,2942.441851077845,0.200855850299984,2063.107067289086,0.11686972132799064,2940.747074507304,0.200855850299984,8.9886516579,0.492237053388,5.037675206652,0.23906309151600005,71.52732727161336,5.60609821292897,8.704773609587999,0.492237053388,4.20082251336,0.23906309151600005,72.6667372843637,5.60609821292897,8.704746476568001,0.492237053388,4.200775754687999,0.23906309151600005,72.66458654519639,5.60609821292897,T10t04,J020200-023000,30.500304166670002,-2.5,6.452119511616268,1.2900755494955922,2.504916841024904,0,0,,N/,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.44425745782034+-2.19931913307035+0.025,18.876213945654946,2.8528802394865203,2.1484823226930003,1.9800760746000001,2,14,1.2663176997223777
ACT-CLJ0201.6-0211,155.0,172.0,2.0,4.0,30.42945174745773,-2.19706566080404,1.1835810554814287E-4,7.906403729232597E-4,154.99999992632203,171.99999992843243,2.999999688810475,2.9999998758223576,0.0,-9.049864036666507E-6,5.600884488727709,154.89965868458614,171.51114307463803,1.9317741337904664,3.4427237301962967,-0.03907796675805591,-0.0027297984447315175,6.650371074676514,0.0,5.186283669900149E-5,1.3357217540033162E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020143.11-021147.8,37,38,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,9.647974896749998,0.2965516051200001,9.298304313209998,0.16507606822999998,2.8919114865360003,0.058725870876,2.199222429372,0.034133860368000014,8.42786176937761,2.9852611008181205,9.762391059209998,0.35612598677,0.16590919404,-0.013635443789999998,0.16237908858,0.01548055843,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,S,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2.8918690368480005,0.058725870876,2.1992222135880004,0.034133860368000014,8.42515415691433,2.9852611008181205,0.7860979837800001,0.058725870876,0.0,0.034133860368000014,50.083769461258754,2.9852611008181205,0.7860905712359999,0.058725870876,0.0,0.034133860368000014,50.08106184879548,2.9852611008181205,T10t04,J020200-023000,30.500304166670002,-2.5,8.635551795730642,0.17250037007421476,23.95735732156301,0,0,J020143.11-021147.8,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.42965921202191+-2.19662406063209+0.025,53.403756129068434,2.8528802394865203,2.1484823226930003,1.9800760746000001,3,14,1.7562282295985683
ACT-CLJ0201.6-0211,129.0,168.0,2.0,5.0,30.443906845127803,-2.199287775487005,3.2522290062370887E-4,8.949901386591511E-4,128.99999987645344,167.99999997945403,2.9999999690034405,2.999999966217852,0.0,-9.089183685952178E-6,5.768315706846347,128.06140471690506,168.5158202132139,3.113434583204358,2.3749226205412173,0.6911816955097807,-0.003056140437684087,5.7801971435546875,0.0,1.5454459935426712E-4,1.442150678485632E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020146.62-021157.5,33,36,30.44425745782034,-2.19931913307035,3.246381148E-5,5.579329175E-5,41.802082987279995,1.90128227179,6.860198013020001,0.16154660261,8.988681805452,0.492237053388,5.037730087356,0.23906309151600005,71.52947801078071,5.60609821292897,60.80498026759,1.2090126604,0.16154660261,-0.00734655305,0.1481610816,0.009728047189999998,30.44384391976271,-2.19978989311548,3.246381148E-5,5.579329175E-5,M,2061.6194917387365,0.11686972132799064,2942.441851077845,0.200855850299984,2063.107067289086,0.11686972132799064,2940.747074507304,0.200855850299984,8.9886516579,0.492237053388,5.037675206652,0.23906309151600005,71.52732727161336,5.60609821292897,8.704773609587999,0.492237053388,4.20082251336,0.23906309151600005,72.6667372843637,5.60609821292897,8.704746476568001,0.492237053388,4.200775754687999,0.23906309151600005,72.66458654519639,5.60609821292897,T10t04,J020200-023000,30.500304166670002,-2.5,6.452119511616268,1.2900755494955922,2.504916841024904,0,0,,N/,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.44425745782034+-2.19931913307035+0.025,18.876213945654946,2.8528802394865203,2.1484823226930003,1.9800760746000001,2,14,1.2663176997223777
ACT-CLJ0201.6-0211,155.0,172.0,2.0,5.0,30.42945174745773,-2.19706566080404,1.1835810554814287E-4,7.906403729232597E-4,154.99999992632203,171.99999992843243,2.999999688810475,2.9999998758223576,0.0,-9.049864036666507E-6,5.600884488727709,154.89965868458614,171.51114307463803,1.9317741337904664,3.4427237301962967,-0.03907796675805591,-0.0027297984447315175,6.650371074676514,0.0,5.186283669900149E-5,1.3357217540033162E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020143.11-021147.8,37,38,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,9.647974896749998,0.2965516051200001,9.298304313209998,0.16507606822999998,2.8919114865360003,0.058725870876,2.199222429372,0.034133860368000014,8.42786176937761,2.9852611008181205,9.762391059209998,0.35612598677,0.16590919404,-0.013635443789999998,0.16237908858,0.01548055843,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,S,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2.8918690368480005,0.058725870876,2.1992222135880004,0.034133860368000014,8.42515415691433,2.9852611008181205,0.7860979837800001,0.058725870876,0.0,0.034133860368000014,50.083769461258754,2.9852611008181205,0.7860905712359999,0.058725870876,0.0,0.034133860368000014,50.08106184879548,2.9852611008181205,T10t04,J020200-023000,30.500304166670002,-2.5,8.635551795730642,0.17250037007421476,23.95735732156301,0,0,J020143.11-021147.8,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.42965921202191+-2.19662406063209+0.025,53.403756129068434,2.8528802394865203,2.1484823226930003,1.9800760746000001,3,14,1.7562282295985683
ACT-CLJ0201.6-0211,156.0,171.0,2.0,6.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.310413867942797E-4,155.9999998073988,171.00000000728556,2.9999997527711155,2.9999998009230784,0.0,-8.998336812482023E-6,5.651588762351631,154.89144176829902,171.5438759901468,1.9262850073206372,3.4122966673267956,-0.04087007580084105,-0.00272775707113546,5.749184608459473,0.0,8.50706928758882E-5,1.344818592770025E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020143.11-021147.8,37,38,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,9.647974896749998,0.2965516051200001,9.298304313209998,0.16507606822999998,2.8919114865360003,0.058725870876,2.199222429372,0.034133860368000014,8.42786176937761,2.9852611008181205,9.762391059209998,0.35612598677,0.16590919404,-0.013635443789999998,0.16237908858,0.01548055843,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,S,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2.8918690368480005,0.058725870876,2.1992222135880004,0.034133860368000014,8.42515415691433,2.9852611008181205,0.7860979837800001,0.058725870876,0.0,0.034133860368000014,50.083769461258754,2.9852611008181205,0.7860905712359999,0.058725870876,0.0,0.034133860368000014,50.08106184879548,2.9852611008181205,T10t04,J020200-023000,30.500304166670002,-2.5,8.635551795730642,0.17250037007421476,23.95735732156301,0,0,J020143.11-021147.8,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.42965921202191+-2.19662406063209+0.025,53.403756129068434,2.8528802394865203,2.1484823226930003,1.9800760746000001,3,14,4.519810107236151
ACT-CLJ0201.6-0211,128.0,168.0,2.0,6.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.291194422715939E-4,127.9999999959193,167.9999999999125,2.99999999466455,2.9999999950728324,0.0,-9.124472193600612E-6,5.783900181884674,128.07982779813395,168.5019857899264,3.1149897471478543,2.3662314723582214,0.6907215007059926,-0.0030540247324004886,6.13714075088501,0.0,1.4584980090148747E-4,1.451510761398822E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020146.62-021157.5,33,36,30.44425745782034,-2.19931913307035,3.246381148E-5,5.579329175E-5,41.802082987279995,1.90128227179,6.860198013020001,0.16154660261,8.988681805452,0.492237053388,5.037730087356,0.23906309151600005,71.52947801078071,5.60609821292897,60.80498026759,1.2090126604,0.16154660261,-0.00734655305,0.1481610816,0.009728047189999998,30.44384391976271,-2.19978989311548,3.246381148E-5,5.579329175E-5,M,2061.6194917387365,0.11686972132799064,2942.441851077845,0.200855850299984,2063.107067289086,0.11686972132799064,2940.747074507304,0.200855850299984,8.9886516579,0.492237053388,5.037675206652,0.23906309151600005,71.52732727161336,5.60609821292897,8.704773609587999,0.492237053388,4.20082251336,0.23906309151600005,72.6667372843637,5.60609821292897,8.704746476568001,0.492237053388,4.200775754687999,0.23906309151600005,72.66458654519639,5.60609821292897,T10t04,J020200-023000,30.500304166670002,-2.5,6.452119511616268,1.2900755494955922,2.504916841024904,0,0,,N/,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.44425745782034+-2.19931913307035+0.025,18.876213945654946,2.8528802394865203,2.1484823226930003,1.9800760746000001,2,14,0.7473032513902067
ACT-CLJ0201.6-0211,156.0,171.0,2.0,7.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.310413867942797E-4,155.9999998073988,171.00000000728556,2.9999997527711155,2.9999998009230784,0.0,-8.998336812482023E-6,5.651588762351631,154.89144176829902,171.5438759901468,1.9262850073206372,3.4122966673267956,-0.04087007580084105,-0.00272775707113546,5.749184608459473,0.0,8.50706928758882E-5,1.344818592770025E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020143.11-021147.8,37,38,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,9.647974896749998,0.2965516051200001,9.298304313209998,0.16507606822999998,2.8919114865360003,0.058725870876,2.199222429372,0.034133860368000014,8.42786176937761,2.9852611008181205,9.762391059209998,0.35612598677,0.16590919404,-0.013635443789999998,0.16237908858,0.01548055843,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,S,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2.8918690368480005,0.058725870876,2.1992222135880004,0.034133860368000014,8.42515415691433,2.9852611008181205,0.7860979837800001,0.058725870876,0.0,0.034133860368000014,50.083769461258754,2.9852611008181205,0.7860905712359999,0.058725870876,0.0,0.034133860368000014,50.08106184879548,2.9852611008181205,T10t04,J020200-023000,30.500304166670002,-2.5,8.635551795730642,0.17250037007421476,23.95735732156301,0,0,J020143.11-021147.8,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.42965921202191+-2.19662406063209+0.025,53.403756129068434,2.8528802394865203,2.1484823226930003,1.9800760746000001,3,14,4.519810107236151
ACT-CLJ0201.6-0211,128.0,168.0,2.0,7.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.291194422715939E-4,127.9999999959193,167.9999999999125,2.99999999466455,2.9999999950728324,0.0,-9.124472193600612E-6,5.783900181884674,128.07982779813395,168.5019857899264,3.1149897471478543,2.3662314723582214,0.6907215007059926,-0.0030540247324004886,6.13714075088501,0.0,1.4584980090148747E-4,1.451510761398822E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020146.62-021157.5,33,36,30.44425745782034,-2.19931913307035,3.246381148E-5,5.579329175E-5,41.802082987279995,1.90128227179,6.860198013020001,0.16154660261,8.988681805452,0.492237053388,5.037730087356,0.23906309151600005,71.52947801078071,5.60609821292897,60.80498026759,1.2090126604,0.16154660261,-0.00734655305,0.1481610816,0.009728047189999998,30.44384391976271,-2.19978989311548,3.246381148E-5,5.579329175E-5,M,2061.6194917387365,0.11686972132799064,2942.441851077845,0.200855850299984,2063.107067289086,0.11686972132799064,2940.747074507304,0.200855850299984,8.9886516579,0.492237053388,5.037675206652,0.23906309151600005,71.52732727161336,5.60609821292897,8.704773609587999,0.492237053388,4.20082251336,0.23906309151600005,72.6667372843637,5.60609821292897,8.704746476568001,0.492237053388,4.200775754687999,0.23906309151600005,72.66458654519639,5.60609821292897,T10t04,J020200-023000,30.500304166670002,-2.5,6.452119511616268,1.2900755494955922,2.504916841024904,0,0,,N/,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.44425745782034+-2.19931913307035+0.025,18.876213945654946,2.8528802394865203,2.1484823226930003,1.9800760746000001,2,14,0.7473032513902067
ACT-CLJ0201.6-0211,129.0,168.0,3.0,4.0,30.443906845127803,-2.199287775487005,3.2522290062370887E-4,8.949901386591511E-4,128.99999987645344,167.99999997945403,2.9999999690034405,2.999999966217852,0.0,-9.089183685952178E-6,5.768315706846347,128.06140471690506,168.5158202132139,3.113434583204358,2.3749226205412173,0.6911816955097807,-0.003056140437684087,5.7801971435546875,0.0,1.5454459935426712E-4,1.442150678485632E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020146.62-021157.5,33,36,30.44425745782034,-2.19931913307035,3.246381148E-5,5.579329175E-5,41.802082987279995,1.90128227179,6.860198013020001,0.16154660261,8.988681805452,0.492237053388,5.037730087356,0.23906309151600005,71.52947801078071,5.60609821292897,60.80498026759,1.2090126604,0.16154660261,-0.00734655305,0.1481610816,0.009728047189999998,30.44384391976271,-2.19978989311548,3.246381148E-5,5.579329175E-5,M,2061.6194917387365,0.11686972132799064,2942.441851077845,0.200855850299984,2063.107067289086,0.11686972132799064,2940.747074507304,0.200855850299984,8.9886516579,0.492237053388,5.037675206652,0.23906309151600005,71.52732727161336,5.60609821292897,8.704773609587999,0.492237053388,4.20082251336,0.23906309151600005,72.6667372843637,5.60609821292897,8.704746476568001,0.492237053388,4.200775754687999,0.23906309151600005,72.66458654519639,5.60609821292897,T10t04,J020200-023000,30.500304166670002,-2.5,6.452119511616268,1.2900755494955922,2.504916841024904,0,0,,N/,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.44425745782034+-2.19931913307035+0.025,18.876213945654946,2.8528802394865203,2.1484823226930003,1.9800760746000001,2,14,1.2663176997223777
ACT-CLJ0201.6-0211,155.0,172.0,3.0,4.0,30.42945174745773,-2.19706566080404,1.1835810554814287E-4,7.906403729232597E-4,154.99999992632203,171.99999992843243,2.999999688810475,2.9999998758223576,0.0,-9.049864036666507E-6,5.600884488727709,154.89965868458614,171.51114307463803,1.9317741337904664,3.4427237301962967,-0.03907796675805591,-0.0027297984447315175,6.650371074676514,0.0,5.186283669900149E-5,1.3357217540033162E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020143.11-021147.8,37,38,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,9.647974896749998,0.2965516051200001,9.298304313209998,0.16507606822999998,2.8919114865360003,0.058725870876,2.199222429372,0.034133860368000014,8.42786176937761,2.9852611008181205,9.762391059209998,0.35612598677,0.16590919404,-0.013635443789999998,0.16237908858,0.01548055843,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,S,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2.8918690368480005,0.058725870876,2.1992222135880004,0.034133860368000014,8.42515415691433,2.9852611008181205,0.7860979837800001,0.058725870876,0.0,0.034133860368000014,50.083769461258754,2.9852611008181205,0.7860905712359999,0.058725870876,0.0,0.034133860368000014,50.08106184879548,2.9852611008181205,T10t04,J020200-023000,30.500304166670002,-2.5,8.635551795730642,0.17250037007421476,23.95735732156301,0,0,J020143.11-021147.8,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.42965921202191+-2.19662406063209+0.025,53.403756129068434,2.8528802394865203,2.1484823226930003,1.9800760746000001,3,14,1.7562282295985683
ACT-CLJ0201.6-0211,128.0,168.0,3.0,5.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.291194422715939E-4,127.9999999959193,167.9999999999125,2.99999999466455,2.9999999950728324,0.0,-9.124472193600612E-6,5.783900181884674,128.07982779813395,168.5019857899264,3.1149897471478543,2.3662314723582214,0.6907215007059926,-0.0030540247324004886,6.13714075088501,0.0,1.4584980090148747E-4,1.451510761398822E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020146.62-021157.5,33,36,30.44425745782034,-2.19931913307035,3.246381148E-5,5.579329175E-5,41.802082987279995,1.90128227179,6.860198013020001,0.16154660261,8.988681805452,0.492237053388,5.037730087356,0.23906309151600005,71.52947801078071,5.60609821292897,60.80498026759,1.2090126604,0.16154660261,-0.00734655305,0.1481610816,0.009728047189999998,30.44384391976271,-2.19978989311548,3.246381148E-5,5.579329175E-5,M,2061.6194917387365,0.11686972132799064,2942.441851077845,0.200855850299984,2063.107067289086,0.11686972132799064,2940.747074507304,0.200855850299984,8.9886516579,0.492237053388,5.037675206652,0.23906309151600005,71.52732727161336,5.60609821292897,8.704773609587999,0.492237053388,4.20082251336,0.23906309151600005,72.6667372843637,5.60609821292897,8.704746476568001,0.492237053388,4.200775754687999,0.23906309151600005,72.66458654519639,5.60609821292897,T10t04,J020200-023000,30.500304166670002,-2.5,6.452119511616268,1.2900755494955922,2.504916841024904,0,0,,N/,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.44425745782034+-2.19931913307035+0.025,18.876213945654946,2.8528802394865203,2.1484823226930003,1.9800760746000001,2,14,0.7473032513902067
ACT-CLJ0201.6-0211,156.0,171.0,3.0,5.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.310413867942797E-4,155.9999998073988,171.00000000728556,2.9999997527711155,2.9999998009230784,0.0,-8.998336812482023E-6,5.651588762351631,154.89144176829902,171.5438759901468,1.9262850073206372,3.4122966673267956,-0.04087007580084105,-0.00272775707113546,5.749184608459473,0.0,8.50706928758882E-5,1.344818592770025E-4,0.0,ACT-CLJ0201.6-0211,3.809692416819E-4,1.0293998037451004,0.0122642541483572,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,VLASS1QLCIR J020143.11-021147.8,37,38,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,9.647974896749998,0.2965516051200001,9.298304313209998,0.16507606822999998,2.8919114865360003,0.058725870876,2.199222429372,0.034133860368000014,8.42786176937761,2.9852611008181205,9.762391059209998,0.35612598677,0.16590919404,-0.013635443789999998,0.16237908858,0.01548055843,30.42965921202191,-2.19662406063209,4.11030952E-6,6.8779703899999996E-6,S,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2114.134890687813,0.014797114271998816,2952.1414444916054,0.024760693403998016,2.8918690368480005,0.058725870876,2.1992222135880004,0.034133860368000014,8.42515415691433,2.9852611008181205,0.7860979837800001,0.058725870876,0.0,0.034133860368000014,50.083769461258754,2.9852611008181205,0.7860905712359999,0.058725870876,0.0,0.034133860368000014,50.08106184879548,2.9852611008181205,T10t04,J020200-023000,30.500304166670002,-2.5,8.635551795730642,0.17250037007421476,23.95735732156301,0,0,J020143.11-021147.8,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t04.J020200-023000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.42965921202191+-2.19662406063209+0.025,53.403756129068434,2.8528802394865203,2.1484823226930003,1.9800760746000001,3,14,4.519810107236151
